nameOfCamp,amountReached,goalOfCamp,category,dateCreated,peopleDonated,numberOfDays,locationCity,locationState,socialMediaShares,NumberOfFbComments,NumberOfUpdates
Get Dave back cooking!,"$11,300","$21,000",Business," May 6, 2016",135,4,EVANSTON,IL,681000,2,17
Midwifery practice startup costs,"$2,496","$48,000",Business," June 9, 2016",49,3,NEW PALTZ,NY,564000,,8
Pokemon Go Meetup Venue Fees,"$2,525","$3,000",Business," July 14, 2016",148,2,GREENWOOD,IN,845000,3,1
Drive-In Rescue,"$8,660","$60,000",Business," January 22, 2015",170,20,LOCKPORT,NY,3900,6,1
Back Unturned Kick Off,"$10,375","$10,000",Business," August 22, 2016",38,1,SAN ANTONIO,TX,243000,,4
SAVE RAY'S RAGTIME,"$5,481","$11,000",Business," February 18, 2016",99,7,PORTLAND,OR,3100,4,4
Help Vegan Fast Food Grow!,$110,"$50,000",Business," November 4, 2015",5,10,WASHINGTON,DC,129000,,12
Help At-Risk Community Businesses,$90,"$10,000",Business," August 11, 2016",3,1,KNOXVILLE,TN,104000,,3
"""The Hollywood Workshop""","$1,550","$40,000",Business," September 9, 2016",14,16,HOLLYWOOD,FL,78000,,1
Saving Grace Emergency Shelters,$240,"$20,000",Business," September 20, 2016",3,5,MOORE,OK,21000,,
Financial help for business ,$160,"$2,000",Business," September 23, 2016",4,2,INDIANAPOLIS,IN,6000,,
Help Red Velvet,"$2,160","$10,000",Business," February 22, 2016",63,7,PICKERINGTON,OH,623000,,
YU2SHINE Wellness Center Start-Up,"$4,499","$300,000",Business," September 6, 2016",15,19,SPRINGFIELD,VA,70000,,1
CHICKEN FARMER IN GHANA NEEDS YOU,,,Business," August 15, 2015",50,13,Moss Side Ward,ENG,415000,,41
Chop Block Cooking & Catering,"$2,620","$10,000",Business," July 8, 2016",35,2,MALIBU,CA,183000,,3
Sanctuary Brewing Company Fund,"$11,155","$15,000",Business," February 25, 2015",126,19,HENDERSONVILLE,NC,632000,1,14
The Shetland Flyer Aerial Media,,,Business," January 4, 2016",67,8,Lerwick South Ward,SCT,668000,,7
Vegan Soft Serve for Nashville!,"$2,144","$2,500",Business," March 25, 2015",69,18,NASHVILLE,TN,1400,,5
Saxonburg Soda Shoppe,"$1,505","$5,000",Business," February 22, 2016",36,7,SARVER,PA,582000,5,8
Randy and Mark's 9th Ave. Restaurant,"$8,841","$10,000",Business," January 30, 2015",85,20,BROOKLYN,NY,669000,4,5
DisLangue ,"$6,202","$10,000",Business," March 1, 2014",57,31,NEW YORK,NY,723000,1,
Island Infusions Catering Fund,"$1,360","$1,700",Business," May 9, 2016",22,4,BRIDGEPORT,CT,169000,,1
A New Type of Wine Bar for Avenue C,"$22,825","$20,000",Business," October 25, 2014",155,23,NEW YORK,NY,253000,,1
Restaurant Indigo,"$2,325","$3,600",Business," August 12, 2016",19,1,HOUSTON,TX,156000,,3
Help La Soul Desserts Blossom!,$345,"$6,770",Business," July 29, 2016",10,1,PHOENIX,AZ,106000,,5
Lotus World Foods& Sarah Nee,"$3,060","$150,000",Business," April 28, 2014",31,29,LA JOLLA,CA,694000,1,15
Talin's Table,$530,"$1,000",Business," August 21, 2016",8,1,SIMI VALLEY,CA,26000,,1
Cancer's Shirt Of Shirts and Book,"$1,005","$1,000",Business," April 24, 2016",14,5,LONG BEACH,CA,89000,,8
Help Open our Tattoo shop in LB,$110,"$10,000",Business," August 25, 2016",9,1,LONG BEACH,CA,151000,,3
Help a local mom beat cancer,"$1,077",$1.0M ,Business," April 15, 2015",36,17,STATEN ISLAND,NY,4000,,
#1 Bed and Breakfast on Kauai,$250,"$400,000",Business," March 29, 2016",7,6,KALAHEO,HI,57000,,6
JJ becomes Yoga Offical,$275,"$3,500",Business," August 6, 2016",4,1,DALLAS,TX,27000,,1
Funding for a Future,$195,"$2,400",Business," July 12, 2016",8,2,LAS VEGAS,NV,56000,1,4
Outbreak Simulation Panel at AMKE,$415,$400,Business," January 30, 2016",9,7,MINNEAPOLIS,MN,53000,,8
Body Armor for RNC,$220,$350,Business," February 25, 2016",7,7,CUYAHOGA FALLS,OH,50000,,4
WOW on the shelves at Whole Foods!!,"$1,060",$950,Business," January 25, 2016",22,8,PHILADELPHIA,PA,50000,,8
My Food Business: Dream to Reality,$275,"$3,500",Business," August 8, 2016",4,1,WILMINGTON,NC,32000,,3
Bad Man Clothing Co. Start up,$190,"$2,000",Business," September 21, 2016",5,4,GILBERT,AZ,19000,,
Edrumcenter.com,$900,"$5,000",Business," August 8, 2016",4,1,KNOXVILLE,TN,18000,,1
"From a ""Negative to a Positive""",$90,"$5,000",Business," August 13, 2016",5,1,WILMINGTON,NC,33000,,
S.S. Apparel by S.I.C.,$70,"$1,000",Business," September 18, 2016",5,6,WEST PALM BEACH,FL,23000,,
Cosmetology School Tuition ,$100,"$10,000",Business," July 15, 2016",1,2,NEW ORLEANS,LA,6000,,
Helping Farms Go Green,$60,$12.0M ,Business," September 24, 2016",2,1,MOSCOW,ID,14000,,1
Plane Ticket Vitality,$45,$400,Business," September 12, 2016",2,13,YUMA,AZ,55000,,2
MEKOKEMEKO NEW PRODUCTS,$40,"$1,000",Business," September 20, 2016",3,5,VALLEJO,CA,2000,,
,,,,,,,,,,,
It'll Be Fun.,$25,"$1,000",Business," June 27, 2016",1,3,VERONA,PA,29000,,
Qadriciana Needs help with LIFE ,$20,$5.0M ,Business," August 9, 2016",2,1,POWDER SPRINGS,GA,12000,,
C.A.F.E Cafe,$20,$42.60,Business," July 7, 2016",1,2,SOUTHFIELD,MI,7000,,
(Free) Mobile App Download,$5,"$50,000",Business," September 23, 2016",1,1,PALATINE,IL,45000,,3
Last Mile,$700,"$5,000",Business," May 24, 2016",11,4,Burlington,ON,174000,,2
Warriors of the Light Training Camp,$625,"$5,000",Business," August 20, 2016",5,1,Nepean,ON,50000,,3
SHOPPING FOR TWO,,,Business," August 31, 2016",3,25,Halliwell Ward,ENG,,,
Illumina Accelerator: San Francisco,"$1,600","$1,000",Business," March 10, 2016",13,6,Toronto,ON,70000,,1
HELP CHANGE A LYMPHIE LIFE,,,Business," June 1, 2016",4,3,Cambridge Ward,ENG,49000,1,
Fountain City Creamery Park Grille,"$14,339","$100,000",Business," February 10, 2016",170,7,KNOXVILLE,TN,2900,7,1
Purple Heart Recipients Dream,"$87,246","$300,000",Business," January 31, 2016","1,886",7,UNIVERSAL CITY,TX,22000,41,10
,"$1,245","$10,000",Business," July 22, 2016",50,2,FREDERICKSBURG,TX,3700,,6
HOLEY TOLEDOUGH STOREFRONT,"$7,510","$20,000",Business," May 1, 2016",153,4,TOLEDO,OH,2300,2,2
Cacao Lane Ellicott City,"$12,065","$10,000",Business," August 1, 2016",174,1,ELLICOTT CITY,MD,2300,,
Save H & H  Riverstop (old Babins) ,"$6,140","$10,000",Business," September 30, 2015",66,12,Prichard,ID,2300,14,26
Protecting Phung's Property ,"$10,188","$4,000",Business," June 28, 2016",233,2,EUGENE,OR,2300,13,5
Save The Holiday Drive IN Theater,"$10,291","$85,000",Business," April 13, 2015",117,17,PAOLI,IN,2200,6,10
JACKSONS CATFISH CORNER ,"$2,230","$10,000",Business," August 1, 2016",51,1,KENT,WA,2200,2,4
BigBrother Comics Fire Recovery Fund,"$15,370","$15,000",Business," July 4, 2016",262,2,SACRAMENTO,CA,2100,6,12
Help us Buy our Building!,"$6,748","$50,000",Events," March 4, 2015",93,19,SAN FRANCISCO,CA,205000,,10
Benny Wonk US tour FUNdraiser ,,,Events," August 16, 2016",62,1,Streatham South Ward,ENG,284000,,1
Yongo Otieno Wycliffe Africa to US ,"$2,100","$3,500",Events," January 29, 2015",51,20,VALLEY,WA,1900,1,6
"Max Bliss speaking at the EPA, USA",,,Events," July 30, 2015",52,14,Villebois-Lavalette (Charente),France,1400,,
"To Russia, with De'VIA Love ","$8,375","$7,000",Events," June 2, 2013",152,40,LOVELAND,CO,1100,5,
Miss Louisiana USA 2017 Pageant,$520,"$1,000",Events," March 5, 2016",17,6,GONZALES,LA,130000,,2
Mayor Hart-US Conference of Mayors,"$1,440","$1,440",Events," June 22, 2016",49,3,WATERLOO,IA,347000,1,5
USMMA 2006 - 9/24/2016     PIER A ,"$3,460","$7,000",Events," May 1, 2016",29,4,NEW YORK,NY,32000,,1
Help us attend LGBTQA Prom,"$3,347","$4,000",Events," April 8, 2015",61,17,SANTA CLARITA,CA,844000,1,15
Send Scott Mitchell to the USA,"$3,064","$2,500",Events," May 22, 2015",64,16,Cromer,NSW,711000,,2
Help Send Avigial To Camp HASC,"$8,131","$8,000",Events," February 22, 2016",95,7,BROOKLYN,NY,228000,,6
Alyssa's 30th Birthday Wish,"$2,939","$3,000",Events," July 5, 2016",48,2,NORTH READING,MA,165000,,1
Warner Gibbs Memorial Scholarship,"$2,850","$1,500",Events," June 27, 2015",37,15,PORTSMOUTH,VA,194000,1,10
HOLYOKE HIGH SCHOOL'S HORROR HOUSE,$275,$500,Events," September 11, 2016",8,14,HOLYOKE,MA,187000,,
Zander's 14th Birthday Fund,$130,$800,Events," September 10, 2016",5,15,PALM BAY,FL,63000,,1
Flower Beard Music Festival ,$175,"$34,000",Events," September 18, 2016",4,7,ROCHESTER,NY,68000,,1
Send us to Chicago this summer!,$500,"$2,500",Events," April 22, 2015",3,17,WILDERVILLE,OR,4000,,
USITT Conference Trip ,"$1,200","$1,200",Events," January 1, 2015",5,21,WENTWORTH,NH,,,
Penstock and Co.-Main Street USA,"$25k goal",,Events," September 22, 2016",3,,NEW MARKET,VA,3000,,1
PLEASE HELP US REACH OUR GOAL,"$900 goal",,Events," September 5, 2016",20,,BURLINGTON,NJ,,,
GET US TO DENVER PRIDE!!!!,"$1,200 goal",,Events," August 31, 2016",24,,GREELEY,CO,,,
Please Help Us Fund Our Wedding :),"$2,000 goal",,Events," August 2, 2016",1,,MOODY,AL,,,
Daughter Graduating from USAF BMT,"$2,000 goal",,Events," July 24, 2016",2,,INDIANAPOLIS,IN,,,
Enchroma Glasses for Chad Hackett,$590,$490,Events," May 17, 2015",9,16,SANTA BARBARA,CA,,,
A USMC hero is retiring,$720,"$4,000",Events," October 28, 2015",6,11,SNELLVILLE,GA,,,
Helping us Grow our Dream,"$2,500 goal",,Events," June 28, 2016",2,,EVERETT,WA,,,
Pat Finch Retirement Celebration,"$2,385","$2,385",Events," January 30, 2016",30,7,FORT WORTH,TX,72000,,4
Royal Forest Lake Fireworks 2016,$505,"$6,000",Events," July 5, 2015",8,14,UTICA,MI,56000,2,4
Help mom get to military graduation,$95,$600,Events," June 6, 2016",3,3,BRISTOL,CT,58000,,3
8th Annual Mega Halloween Party,$210,"$1,000",Events," April 28, 2016",10,5,DIAMOND BAR,CA,15000,,
Jessica's 30th Virtual Bday Party,$115,$300,Events," September 18, 2016",2,7,PLEASANT HILL,MO,45000,,1
Wedgefield Halloween Horror House!,$70,$500,Events," September 10, 2016",5,14,ORLANDO,FL,57000,,1
Chris and Salena's First House,$150,"$5,000",Events," July 24, 2016",2,2,EL CAJON,CA,,,
2016 Hispanic Heritage Month,$100,$400,Events," June 16, 2016",1,3,BALTIMORE,MD,15000,,
30th Anniversary Surprise - Help,"$1,030","$1,300",Events," September 9, 2016",10,16,MONTGOMERY VILLAGE,MD,13000,,
Katelyn's  Magic Convention 2015,"$3,251","$3,500",Events," February 26, 2015",44,19,ELLABELL,GA,342000,,6
CRPS UK Awareness Cycle Challenge,,,Events," October 14, 2014",57,23,Minety,ENG,361000,,6
"Performance in Tokyo, Japan!","$2,050","$3,000",Events," April 2, 2015",29,18,AMARILLO,TX,471000,,16
Wasaga Beach Blues Festival 2016,$424,"$10,000",Events," April 25, 2016",8,5,Wasaga Beach,ON,88000,,4
Lexi's Christmas Wish,"$2,350","$3,500",Events," November 5, 2014",46,22,KINGS MOUNTAIN,NC,437000,1,2
John Cephas Piedmont Blues Festival,"$1,280","$5,000",Events," December 6, 2014",31,21,BOWLING GREEN,VA,502000,,9
Get the RHL Project to Iowa teens!,"$1,670","$1,650",Events," March 30, 2015",39,18,TACOMA,WA,435000,,6
Yakama Warriors Association,"$2,040","$2,000",Events," April 12, 2014",29,29,YAKIMA,WA,904000,,9
James' Graduation Vacation,"$2,450","$4,000",Events," February 23, 2016",40,7,,,117000,,7
Send the Wagman to Memphis!,"$3,000","$3,000",Events," November 28, 2014",45,22,SAN PEDRO,CA,437000,2,17
Cuzunion 2016,$50,"$1,000",Events," September 1, 2016",1,23,AVONDALE,AZ,,,
Thorins Christmas/Winter Clothes,$20,$500,Events," September 14, 2016",1,11,WALNUT GROVE,MS,29000,,
Tiwi Sista's to 2017 Mardi Gras,"$4,755","$20,000",Events," September 5, 2016",95,20,Arnhem Land,NT,1400,1,
Traditional Niagara Powwow,"$1,780","$2,200",Events," July 25, 2016",27,2,Niagara-On-The-Lake,ON,281000,,1
Ohlin's Bakery in Belmont Rebuild,"$22,326","$50,000",Events," July 19, 2016",478,2,BELMONT,MA,2700,,4
DarkSkin is Beautiful Campaign,"$3,090",$1.0M ,Events," July 10, 2014",63,26,SAINT PETERSBURG,FL,3100,3,28
Help Me Help Tesol Haiti,"$2,433","$25,000",Events," October 9, 2013",35,36,FREMONT,CA,3300,2,17
Coach Vance Downs B-Ball Court,"$20,870","$20,000",Events," November 4, 2015",253,10,FARMINGTON,UT,2500,3,3
Presenting at climate conference,"$5,680","$5,500",Events," April 19, 2015",135,17,MESA,AZ,2800,,7
Let's help fix Inelia's boat home,"$26,871","$30,000",Events," February 17, 2015",492,19,NEAH BAY,WA,2600,9,18
Chesty Puller House - Veterans,"$33,569","$100,000",Events," August 13, 2015",303,13,WASHINGTON,DC,2600,,12
Democratic National Convention Trip,"$4,000","$4,000",Events," May 2, 2016",195,4,SCHOFIELD,WI,3200,11,9
Amanda Grau & Family Fund ,"$10,056","$11,000",Events," June 12, 2016",222,3,TAMPA,FL,3000,3,10
Fund for the Brent Thompson Family.,"$31,027","$30,000",Events," July 8, 2016",220,2,CORSICANA,TX,2900,6,3
"Navajo Code Talker Day Aug 14, 2016","$1,455","$10,000",Events," July 10, 2016",29,2,GALLUP,NM,5100,4,22
Lakota Young Men's Camp,"$2,609","$15,000",Events," April 7, 2015",60,17,PORCUPINE,SD,2200,,7
Mrs. Tammys Christmas Gift,"$6,375","$7,000",Events," December 7, 2015",596,9,LEXINGTON,KY,2200,,5
Yongo Otieno Wycliffe Africa to US ,"$2,100","$3,500",Events," January 29, 2015",51,20,VALLEY,WA,1900,1,6
Kevin to Spain ~ Dismantle Genocide,"$3,083","$3,500",Events," July 6, 2015",107,14,NEWPORT BEACH,CA,1900,1,
Shasta Groene Baby Fund,"$4,060","$10,000",Events," October 30, 2015",110,11,COEUR D ALENE,ID,1600,13,4
Bean's Birthday Gift to CCA Kids,"$6,401","$6,000",Events," January 26, 2016",198,8,PHILADELPHIA,PA,1600,4,
Indigenous Music Festival Fund,"$3,176","$3,175",Events," April 7, 2016",47,5,,,1600,,11
Camp Slumber Sets for C.O.P.S Kids,"$4,645","$7,000",Events," May 1, 2015",75,17,FRANKLIN,WI,1500,3,12
18th Annual Med. Marijuana Benefit,"$2,212","$10,000",Events," January 14, 2013",36,45,MIRAMAR,FL,1400,1,21
SungNagi~Horse Spirit Society ,"$6,440","$7,950",Events," October 31, 2015",58,11,MANDERSON,SD,1400,2,19
Rooter Bob Graduation Gift,"$7,608","$10,000",Events," May 2, 2016",247,4,NAPA,CA,1400,8,3
Palm Springs Star for Huell Howser,"$12,100","$12,000",Events," June 14, 2015",149,15,PALM SPRINGS,CA,1200,,21
Cassidy's Employees,"$5,685","$1,000",Events," July 18, 2016",79,2,NEWPORT BEACH,CA,877000,10,1
Fundraiser for Mark Woods,"$6,710","$10,000",Events," July 20, 2016",99,2,PORT SAINT LUCIE,FL,880000,,
Happy 60th Birthday Thomas,"$1,662","$1,500",Events," August 23, 2016",113,1,MINNEAPOLIS,MN,873000,5,4
Austin's wish trip,"$4,375","$5,550",Events," May 1, 2014",66,29,TOMBALL,TX,854000,6,6
"Trip to Copenhagen, Denmark","$3,745","$5,000",Events," July 8, 2015",68,14,HENDERSONVILLE,NC,845000,1,10
Fox Company Reunion,"$7,750","$10,000",Events," October 10, 2015",131,11,POULSBO,WA,813000,2,4
Election Night Party at Trump Hotel,"$1,275","$37,000",Events," August 17, 2016",27,1,ARLINGTON,VA,811000,1,
"Goal: Aspen in April. Thanks, Dad!","$3,260","$4,000",Events," January 4, 2016",59,8,ROCKPORT,ME,796000,1,125
Fly LittleSisters to My Graduation ,"$2,913","$2,500",Events," February 2, 2016",65,7,NEW YORK,NY,774000,,7
Save Rivendell!,"$2,000","$10,000",Events," July 26, 2015",40,14,PORTLAND,OR,769000,1,22
Camp Sue,"$16,234","$13,000",Events," May 1, 2015",66,17,MENTOR,OH,759000,5,12
Alabama LGBTQ Pride Parade,"$3,745","$3,000",Events," May 6, 2015",90,16,BIRMINGHAM,AL,751000,6,1
A Festival for Emily and Yvonne,"$11,600","$50,000",Events," May 18, 2015",111,16,PHILADELPHIA,PA,731000,,2
Tiffany's Care Package,"$4,680","$5,000",Events," May 27, 2014",123,28,CRANSTON,RI,724000,4,22
Tim Canova Campaign Warrior,"$1,721","$3,500",Events," June 5, 2016",60,3,MURRAY,KY,725000,1,5
Help Her Celebrate the Moment!,$515,"$4,000",Events," June 12, 2016",7,3,MILWAUKEE,WI,720000,3,1
National Mental Health & Dignity Day,"$1,678","$5,414",Events," February 23, 2014",53,31,KALAMAZOO,MI,707000,2,14
Ohio Aviation Units Homecoming,"$2,085","$5,000",Events," April 28, 2016",34,5,CANTON,OH,705000,2,1
Nora's Tiny House,"$7,739","$20,000",Events," March 19, 2015",99,18,PORTLAND,OR,704000,3,44
Carichi per il Vietnam,,,Events," June 6, 2016",222,3,Stockholm,AB,701000,,8
SAH Mentoring and Tutoring,"$5,125","$20,000",Events," March 9, 2015",24,18,Ferguson,MO,646000,,20
Yoga and Addiction Recovery Event,"$2,050","$5,000",Events," July 13, 2015",37,14,PORTLAND,ME,634000,,
#GetJeniToPhilly- DNC Delegate ,"$2,040","$2,000",Events," May 1, 2016",91,4,LADSON,SC,617000,5,9
Veteran Monument Dedication in NYC,"$22,175","$25,000",Events," July 21, 2016",58,2,FORT BRAGG,NC,615000,,9
Splash Park for Quitman Project,"$114,538","$100,000",Events," April 2, 2014",90,30,QUITMAN,TX,612000,,13
Library of Hope,"$1,345","$10,000",Events," April 13, 2014",49,29,FORT LAUDERDALE,FL,597000,,41
Ride to Breathe,$825,"$10,000",Events," August 20, 2013",14,37,SILOAM SPRINGS,AR,614000,1,7
Help GSNEO Build a Yurt!,"$15,045","$24,000",Events," August 5, 2015",159,13,MACEDONIA,OH,603000,2,10
Darkhorse Lodge for Veterans,"$50,861",$1.0M ,Events," August 29, 2014",16,25,BYRON,IL,594000,1,12
Tasha's Fundraiser,"$1,985","$1,000",Events," May 15, 2016",48,4,RUSHFORD,MN,591000,1,
Silkies Hike- Austin,"$4,333","$6,300",Events," August 12, 2015",41,13,AUSTIN,TX,588000,,
#NoDAPL Sacred Stone Camp Supplies,"$3,985","$4,000",Events," September 7, 2016",87,18,SATELLITE BEACH,FL,586000,,5
Keep Seattle HEMPFEST Alive,"$1,537","$20,000",Events," June 14, 2016",28,3,SEATTLE,WA,587000,,
Tasha's Fundraiser,"$1,985","$1,000",Events," May 15, 2016",48,4,RUSHFORD,MN,591000,1,
Shane Camp Support,"$9,180","$30,000",Events," June 28, 2016",190,2,WEST CHICAGO,IL,586000,,3
Team JoMi,"$2,843","$5,000",Events," April 22, 2014",51,29,CREOLA,AL,570000,,17
Girl Scout Camp Judy Layne Repair,"$2,415","$10,000",Events," July 29, 2015",59,14,VERSAILLES,KY,570000,3,1
Sp. Needs' Christmas in July 2016,"$2,830","$2,700",Events," March 27, 2016",56,6,LEBANON,TN,570000,1,27
Sponsored Silence ,,,Events," April 19, 2014",69,29,Shirley West Ward,ENG,559000,,2
Hayward-Russell City Blues Festival,"$1,790","$10,000",Events," May 12, 2015",24,16,HAYWARD,CA,554000,3,5
 Ramadan@Porcfest III,"$3,505",$12.10,Events," September 4, 2012",69,49,MARYVILLE,TN,549000,,4
Campus International Let's Dance!,"$25,862","$25,000",Events," August 12, 2015",249,13,CLEVELAND,OH,544000,10,6
Million Gimp March,$275,"$275,000",Events," April 6, 2015",20,17,DENVER,CO,541000,,28
Send Natalie to the DNC for Bernie,"$2,000","$2,000",Events," June 4, 2016",57,3,SAINT LOUIS,MO,542000,2,6
NYPS Network,"$9,607","$9,500",Events," April 30, 2014",246,29,CHICAGO,IL,353000,,15
Hakhel Mega-Event,"$17,500","$30,000",Events," September 30, 2015",253,12,BROOKLYN,NY,532000,3,3
Louis Zamperini's Unbroken Promise,"$1,500","$10,000",Events," April 8, 2015",38,17,LOS ANGELES,CA,536000,,4
Hey!Cosmic Rays New CD Needs You!!!,$795,"$5,000",Events," February 12, 2016",21,7,FLORENCE,SC,531000,10,22
Olivia's 7th Birthday Wish - Clean Water,"$5,735","$7,000",Events," April 21, 2014",111,29,FUQUAY VARINA,NC,521000,,5
Patriotic PinUps Military Fundraiser,"$2,330","$5,000",Events," February 8, 2015",35,19,LA JOLLA,CA,529000,,11
Help me to attend the DNC in Philly,"$1,155","$1,545",Events," July 11, 2016",47,2,BELKNAP,IL,526000,2,2
Olivia's 7th Birthday Wish - Clean Water,"$5,735","$7,000",Events," April 21, 2014",111,29,FUQUAY VARINA,NC,521000,,5
Patriotic PinUps Military Fundraiser,"$2,330","$5,000",Events," February 8, 2015",35,19,LA JOLLA,CA,529000,,11
Old-time Musicians Help WV,"$9,131","$2,000",Events," June 28, 2016",143,2,ATHENS,OH,528000,2,4
Help me go to DNC 2016,"$1,552","$1,500",Events," July 7, 2016",59,2,EVANSVILLE,IN,518000,8,20
Rose of Hope Summer Camp 2016,"$1,340","$4,000",Events," February 23, 2015",39,19,INDIANAPOLIS,IN,517000,3,6
Vet w/ ALS Please help! ,"$1,350","$1,500",Events," August 18, 2014",28,25,STAFFORD,VA,518000,,5
Hayden's National Braille Challenge,"$1,685","$2,000",Events," May 3, 2016",38,4,GRAND JUNCTION,CO,511000,2,1
Creating Community Healing Retreat,"$1,000","$50,000",Events," March 4, 2015",27,19,GREEN BAY,WI,511000,,18
Help Make DNC Platform Progressive,"$3,012","$6,000",Events," June 29, 2016",70,2,OAKLAND,CA,506000,1,
Let Us Make Man Youth Mentoring,$420,"$50,000",Events," May 10, 2014",13,28,CHICAGO,IL,184000,,12
"2015's BFF,  Thank you!","$1,215","$3,500",Events," November 29, 2014",42,22,BALTIMORE,MD,453000,2,21
The Texas Toy Run,"$3,570","$10,000",Events," December 8, 2014",28,21,GRAND PRAIRIE,TX,456000,,4
VJA Class of 1986 30th Reunion,"$7,196","$5,000",Events," June 10, 2015",107,15,TINLEY PARK,IL,94000,,7
Fireworks for Paragould,"$1,000","$1,000",Events," February 29, 2016",30,6,PARAGOULD,AR,456000,1,6
82nd Annual Michigan Mudbowl,"$7,685","$10,000",Events," September 22, 2015",69,12,ANN ARBOR,MI,461000,,1
Prom for Special Needs Students ,"$2,910","$2,500",Events," April 17, 2016",45,5,OCEANSIDE,CA,461000,,5
The Diversity IN Leadership Conference ,"$3,515","$10,000",Events," November 7, 2013",36,35,BELLFLOWER,CA,443000,,129
Mayor Hart-US Conference of Mayors,"$1,440","$1,440",Events," June 22, 2016",49,3,WATERLOO,IA,347000,1,5
